"Date","Pioggia (mm)","","Temp. aria (�C)","","Umid.relat. aria (%)","","Dir. Vento (�)","","Vel. Vento (m/s)","","Pressione atm. (hPa)","","Rad.Sol.Tot. (kJ/m2)",""
00:00:00 11/11/2013,         0.0,      1,        12.4,      1,        26.4,      1,           6,      1,         6.2,      1,       989.3,      1,      5155.8,      1
00:00:00 12/11/2013,         0.0,      1,         8.9,      1,        56.0,      1,         334,      1,         2.6,      1,       995.7,      1,      8123.2,      1
00:00:00 13/11/2013,         0.0,      1,         9.2,      1,        78.6,      1,         347,      1,         1.3,      1,       994.5,      1,      5353.5,      1
00:00:00 14/11/2013,        13.2,      1,         7.8,      1,        90.3,      1,         338,      1,         1.1,      1,       990.6,      1,      2719.3,      1
00:00:00 15/11/2013,         5.4,      1,         7.6,      1,        87.3,      1,         327,      1,         2.8,      1,       992.7,      1,      1208.6,      1
00:00:00 16/11/2013,         0.0,      1,         7.9,      1,        81.6,      1,         334,      1,         1.7,      1,       998.5,      1,      9063.7,      1
00:00:00 17/11/2013,         0.0,      1,         9.3,      1,        71.8,      1,         342,      1,         1.9,      1,       996.7,      1,      2742.5,      1
00:00:00 18/11/2013,         0.0,      1,         8.8,      1,        72.6,      1,         347,      1,         1.6,      1,       991.2,      1,      2026.4,      1
00:00:00 19/11/2013,         7.0,      1,         8.2,      1,        90.8,    140,         353,      1,         1.6,      1,       979.5,      1,      1311.6,      1
00:00:00 20/11/2013,        11.8,      1,         8.9,      1,        91.4,    140,         315,      1,         1.1,      1,       974.8,      1,      4621.0,      1
00:00:00 21/11/2013,        24.8,      1,         6.1,      1,        91.1,      1,         328,      1,         1.2,      1,       972.0,      1,      1758.6,      1
00:00:00 22/11/2013,         2.8,      1,         3.7,      1,        92.0,      1,         321,      1,         1.4,      1,       975.0,      1,      4228.1,      1
00:00:00 23/11/2013,         0.0,      1,         6.4,      1,        70.5,      1,         338,      1,         2.0,      1,       975.3,      1,      1150.7,      1
00:00:00 24/11/2013,         0.0,      1,         7.4,      1,        81.5,      1,         328,      1,         0.8,      1,       980.6,      1,      2274.0,      1
00:00:00 25/11/2013,         0.0,      1,         5.9,      1,        35.0,      1,         350,      1,         3.1,      1,       990.4,      1,      8762.0,      1
00:00:00 26/11/2013,         0.0,      1,         4.2,      1,        25.6,      1,         354,      1,         4.1,      1,       996.0,      1,      8608.6,      1
00:00:00 27/11/2013,         0.0,      1,         1.4,      1,        42.0,      1,         330,      1,         2.2,      1,      1000.5,      1,      6373.5,      1
00:00:00 28/11/2013,         0.0,      1,        -0.7,      1,        70.5,      1,         332,      1,         0.8,      1,      1002.6,      1,      8063.7,      1
00:00:00 29/11/2013,         0.0,      1,         0.3,      1,        75.1,      1,         324,      1,         0.8,      1,       997.2,      1,      7954.4,      1
00:00:00 30/11/2013,         0.0,      1,         1.7,      1,        76.9,      1,         341,      1,         1.1,      1,       990.8,      1,      2984.4,      1
00:00:00 01/12/2013,         0.0,      1,         2.3,      1,        60.5,      1,         357,      1,         1.7,      1,       995.8,      1,      8003.6,      1
00:00:00 02/12/2013,         0.0,      1,         2.6,      1,        53.7,      1,         339,      1,         1.5,      1,      1000.0,      1,      7809.4,      1
00:00:00 03/12/2013,         0.0,      1,        -0.1,      1,        77.2,      1,         346,      1,         0.8,      1,      1003.0,      1,      6877.9,      1
00:00:00 04/12/2013,         0.0,      1,         0.5,      1,        73.5,      1,         333,      1,         1.2,      1,       998.8,      1,      7545.2,      1
00:00:00 05/12/2013,         0.0,      1,         1.8,      1,        73.5,      1,         336,      1,         0.9,      1,       994.5,      1,      5677.8,      1
00:00:00 06/12/2013,         0.0,      1,         2.1,      1,        73.8,      1,         131,      1,         1.1,      1,       985.9,      1,      7184.4,      1
00:00:00 07/12/2013,         0.0,      1,         1.1,      1,        62.6,      1,         328,      1,         0.7,      1,       995.3,      1,      6635.3,      1
00:00:00 08/12/2013,         0.0,      1,        -1.0,      1,        78.0,      1,         335,      1,         0.6,      1,      1001.6,      1,      6786.6,      1
00:00:00 09/12/2013,         0.0,      1,        -0.3,      1,        76.5,      1,         341,      1,         0.9,      1,      1003.5,      1,      3573.5,      1
00:00:00 10/12/2013,         0.0,      1,         1.1,      1,        79.6,      1,         336,      1,         0.6,      1,      1007.2,      1,      6748.0,      1
00:00:00 11/12/2013,         0.0,      1,         0.2,      1,        89.1,      1,         342,      1,         0.5,      1,      1008.7,      1,      6520.2,      1
00:00:00 12/12/2013,         0.0,      1,         0.2,      1,        88.0,      1,         338,      1,         0.8,      1,      1005.3,      1,      6253.8,      1
00:00:00 13/12/2013,         0.0,      1,         0.7,      1,        83.5,      1,         340,      1,         1.1,      1,      1000.0,      1,      6880.4,      1
00:00:00 14/12/2013,         0.0,      1,         0.6,      1,        83.4,      1,         331,      1,         0.9,      1,      1000.2,      1,      7166.4,      1
00:00:00 15/12/2013,         0.0,      1,         2.6,      1,        75.1,      1,         353,      1,         0.9,      1,      1006.5,      1,      6780.4,      1
00:00:00 16/12/2013,         0.0,      1,         0.7,      1,        77.1,      1,         343,      1,         1.1,      1,      1009.4,      1,      6884.6,      1
00:00:00 17/12/2013,         0.0,      1,        -0.3,      1,        85.0,      1,         343,      1,         0.8,      1,      1006.9,      1,      6754.4,      1
00:00:00 18/12/2013,         0.0,      1,         0.0,      1,        80.9,      1,         338,      1,         0.9,      1,      1000.6,      1,      4913.7,      1
00:00:00 19/12/2013,         1.6,      1,        -0.9,      1,        88.2,      1,         342,      1,         0.7,      1,       996.4,      1,       457.4,      1
00:00:00 20/12/2013,         2.0,      1,         2.1,      1,        99.3,      1,         339,      1,         0.6,      1,      1001.7,      1,      1089.0,      1
00:00:00 21/12/2013,         0.0,      1,         3.9,      1,        94.3,      1,         342,      1,         0.5,      1,      1008.3,      1,      1168.4,      1
00:00:00 22/12/2013,         0.0,      1,         5.3,      1,        97.1,      1,         332,      1,         0.5,      1,      1004.2,      1,      1163.3,      1
00:00:00 23/12/2013,         0.0,      1,         6.4,      1,        93.4,      1,         335,      1,         0.5,      1,       999.3,      1,      1713.8,      1
00:00:00 24/12/2013,         0.8,      1,         7.4,      1,        98.9,      1,         120,      1,         0.8,      1,       992.1,      1,       504.5,      1
00:00:00 25/12/2013,        28.6,      1,         8.5,      1,        99.2,      1,         152,      1,         1.4,      1,       978.8,      1,       568.1,      1
00:00:00 26/12/2013,        68.4,      1,         4.7,      1,        97.4,      1,         334,      1,         3.4,      1,       969.7,      1,       605.0,      1
00:00:00 27/12/2013,         0.0,      1,         6.0,      1,        74.7,      1,         333,      1,         2.4,      1,       983.4,      1,      4800.8,      1
00:00:00 28/12/2013,         0.4,      1,         2.8,      1,        91.4,      1,         335,      1,         0.7,      1,       989.0,      1,      5004.1,      1
00:00:00 29/12/2013,         7.6,      1,         5.2,      1,        94.8,      1,         336,      1,         2.1,      1,       991.0,      1,      1341.2,      1
00:00:00 30/12/2013,         0.0,      1,         3.7,      1,        69.7,      1,         331,      1,         2.2,      1,       999.7,      1,      4727.4,      1
00:00:00 31/12/2013,         0.0,      1,         0.5,      1,        75.2,      1,         344,      1,         1.4,      1,       997.3,      1,      6888.3,      1
00:00:00 01/01/2014,         0.0,      1,        -0.8,      1,        78.8,      1,         346,      1,         1.0,      1,       994.6,      1,      7071.8,      1
00:00:00 02/01/2014,         2.4,      1,         0.0,      1,        93.1,      1,         346,      1,         0.9,      1,       991.8,      1,       855.9,      1
00:00:00 03/01/2014,         0.0,      1,         2.7,      1,        86.8,      1,         357,      1,         1.2,      1,       994.3,      1,      2723.9,      1
00:00:00 04/01/2014,        35.6,      1,         2.4,      1,        95.7,      1,         347,      1,         2.1,      1,       989.8,      1,       588.2,      1
00:00:00 05/01/2014,        20.0,      1,         4.2,      1,        93.8,      1,         337,      1,         3.1,      1,       982.4,      1,       700.1,      1
00:00:00 06/01/2014,         0.0,      1,         3.7,      1,        88.9,      1,         349,      1,         1.3,      1,       994.4,      1,      7120.6,      1
00:00:00 07/01/2014,         0.0,      1,         3.8,      1,        88.2,      1,         352,      1,         1.0,      1,       998.4,      1,      5784.7,      1
00:00:00 08/01/2014,         0.0,      1,         2.5,      1,        91.8,      1,         339,      1,         0.8,      1,      1000.5,      1,      6131.8,      1
00:00:00 09/01/2014,         0.0,      1,         3.1,      1,        92.5,      1,         329,      1,         0.6,      1,       995.7,      1,      6371.7,      1
00:00:00 10/01/2014,         0.0,      1,         5.6,      1,        88.0,      1,         340,      1,         0.8,      1,       992.3,      1,      6442.3,      1
00:00:00 11/01/2014,         0.0,      1,         6.3,      1,        84.0,      1,         344,      1,         0.9,      1,       995.4,      1,      1810.8,      1
00:00:00 12/01/2014,         0.0,      1,         3.8,      1,        86.4,      1,         336,      1,         1.0,      1,       996.3,      1,      7777.3,      1
00:00:00 13/01/2014,         0.0,      1,         2.1,      1,        79.5,      1,         334,      1,         0.8,      1,       992.9,      1,      6630.7,      1
00:00:00 14/01/2014,        30.6,      1,         1.0,      1,        98.8,      1,         348,      1,         1.3,      1,       982.4,      1,       449.6,      1
00:00:00 15/01/2014,         0.0,      1,         2.1,      1,        93.5,      1,         346,      1,         1.1,      1,       985.6,      1,      7644.1,      1
00:00:00 16/01/2014,         0.8,      1,         1.8,      1,        92.7,    140,         336,      1,         0.7,      1,       988.8,      1,      5413.5,      1
00:00:00 17/01/2014,        35.2,      1,         1.9,      1,       100.0,    140,         354,      1,         1.8,      1,       985.0,      1,       897.7,      1
00:00:00 18/01/2014,        17.0,      1,         3.2,      1,       100.0,    140,         346,      1,         1.0,      1,       983.8,      1,      1422.6,      1
00:00:00 19/01/2014,        15.8,      1,         4.4,      1,       100.0,    140,           0,      1,         1.8,      1,       978.9,      1,      2100.3,      1
00:00:00 20/01/2014,         2.2,      1,         5.9,      1,        95.1,    140,         351,      1,         1.5,      1,       975.1,      1,      4092.0,      1
00:00:00 21/01/2014,         0.0,      1,         7.4,      1,        80.3,      1,         354,      1,         1.6,      1,       978.1,      1,      7454.9,      1
00:00:00 22/01/2014,         0.0,      1,         4.6,      1,        79.1,      1,         337,      1,         1.0,      1,       984.9,      1,      8386.5,      1
00:00:00 23/01/2014,         0.4,      1,         5.2,      1,        73.6,      1,         356,      1,         1.1,      1,       988.5,      1,      2615.6,      1
00:00:00 24/01/2014,         0.2,      1,         5.8,      1,        64.0,      1,         345,      1,         2.8,      1,       981.9,      1,      3924.8,      1
00:00:00 25/01/2014,         0.0,      1,         5.7,      1,        40.5,      1,         325,      1,         2.3,      1,       983.9,      1,      9701.5,      1
00:00:00 26/01/2014,         0.0,      1,         3.8,      1,        56.7,      1,         332,      1,         1.3,      1,       981.7,      1,      9595.8,      1
00:00:00 27/01/2014,         0.0,      1,         3.5,      1,        66.9,      1,         339,      1,         2.1,      1,       974.9,      1,      5560.7,      1
00:00:00 28/01/2014,         0.2,      1,         3.8,      1,        79.2,      1,         358,      1,         1.4,      1,       973.0,      1,      5390.2,      1
00:00:00 29/01/2014,         0.0,      1,         1.7,      1,        72.0,      1,         347,      1,         1.1,      1,       978.3,      1,      7782.5,      1
00:00:00 30/01/2014,        29.2,      1,         1.3,      1,        95.6,    140,         337,      1,         1.8,      1,       984.1,      1,       925.8,      1
00:00:00 31/01/2014,        31.0,      1,         1.3,      1,       100.0,    140,         347,      1,         1.2,      1,       986.2,      1,       825.4,      1
00:00:00 01/02/2014,         9.2,      1,         2.7,      1,       100.0,    140,         331,      1,         0.8,      1,       984.8,      1,      2842.0,      1
00:00:00 02/02/2014,        22.8,      1,         3.9,      1,       100.0,    140,         352,      1,         0.9,      1,       983.5,      1,      2394.7,      1
00:00:00 03/02/2014,        12.8,      1,         5.1,      1,       100.0,    140,           9,      1,         0.7,      1,       987.6,      1,      2620.8,      1
00:00:00 04/02/2014,        16.0,      1,         4.5,      1,       100.0,    140,         357,      1,         0.7,      1,       988.8,      1,      1331.0,      1
00:00:00 05/02/2014,         3.0,      1,         6.0,      1,        93.7,    140,         160,      1,         1.0,      1,       984.4,      1,      3048.6,      1
00:00:00 06/02/2014,         1.0,      1,         6.5,      1,        85.5,      1,         351,      1,         0.7,      1,       986.1,      1,     10037.0,      1
00:00:00 07/02/2014,         6.6,      1,         3.9,      1,        98.1,      1,         348,      1,         1.2,      1,       985.8,      1,      1844.6,      1
00:00:00 08/02/2014,         3.0,      1,         4.8,      1,        94.6,      1,         318,      1,         1.0,      1,       981.2,      1,      5710.0,      1
00:00:00 09/02/2014,         9.8,      1,         4.7,      1,        94.7,      1,         345,      1,         1.5,      1,       976.2,      1,      4735.8,      1
00:00:00 10/02/2014,        26.8,      1,         1.7,      1,        99.9,      1,         344,      1,         1.5,      1,       979.7,      1,      1276.1,      1
00:00:00 11/02/2014,         4.4,      1,         3.2,      1,        95.8,      1,         344,      1,         1.0,      1,       979.5,      1,      7116.6,      1
00:00:00 12/02/2014,         0.0,      1,         6.0,      1,        66.3,      1,         333,      1,         2.4,      1,       981.9,      1,     11278.8,      1
00:00:00 13/02/2014,        12.4,      1,         3.4,      1,        75.8,      1,           2,      1,         1.4,      1,       983.1,      1,      7413.6,      1
00:00:00 14/02/2014,         0.0,      1,         5.0,      1,        76.9,      1,         328,      1,         1.7,      1,       985.5,      1,     12886.3,      1
00:00:00 15/02/2014,         0.0,      1,         4.1,      1,        75.4,      1,          11,      1,         1.0,      1,       989.8,      1,      4318.1,      1
00:00:00 16/02/2014,         7.4,      1,         5.2,      1,        99.5,      1,         328,      1,         0.6,      1,       987.3,      1,      1537.6,      1
00:00:00 17/02/2014,        18.8,      1,         6.6,      1,        89.6,      1,         342,      1,         1.7,      1,       987.9,      1,      3057.8,      1
00:00:00 18/02/2014,         0.0,      1,         7.1,      1,        81.4,      1,         348,      1,         1.0,      1,       994.2,      1,     10107.0,      1
00:00:00 19/02/2014,         9.8,      1,         7.1,      1,        90.2,      1,         335,      1,         2.5,      1,       987.9,      1,      1763.1,      1
00:00:00 20/02/2014,         0.6,      1,         8.5,      1,        80.6,      1,         353,      1,         1.0,      1,       987.5,      1,      6413.5,      1
00:00:00 21/02/2014,         3.6,      1,         8.5,      1,        69.1,      1,         348,      1,         1.5,      1,       985.1,      1,     10328.2,      1
00:00:00 22/02/2014,         6.0,      1,         7.6,      1,        65.8,      1,         341,      1,         2.4,      1,       987.4,      1,      5837.5,      1
00:00:00 23/02/2014,         0.0,      1,         6.3,      1,        56.2,      1,         339,      1,         2.0,      1,       995.4,      1,     14961.6,      1
00:00:00 24/02/2014,         0.0,      1,         5.6,      1,        62.6,      1,         333,      1,         1.5,      1,       995.7,      1,     14874.2,      1
00:00:00 25/02/2014,         0.0,      1,         6.0,      1,        64.2,      1,         335,      1,         1.3,      1,       992.6,      1,     13931.0,      1
00:00:00 26/02/2014,         4.0,      1,         6.6,      1,        79.2,      1,         348,      1,         0.9,      1,       993.1,      1,      5102.2,      1
00:00:00 27/02/2014,         0.4,      1,         7.6,      1,        80.9,      1,         192,      1,         1.5,      1,       992.2,      1,      9125.9,      1
00:00:00 28/02/2014,         0.0,      1,         8.2,      1,        66.5,      1,         194,      1,         1.8,      1,       982.6,      1,      7900.2,      1
00:00:00 01/03/2014,        22.4,      1,         6.4,      1,        79.5,      1,         333,      1,         1.5,      1,       974.4,      1,      3033.9,      1
00:00:00 02/03/2014,         4.8,      1,         6.7,      1,        87.6,      1,         139,      1,         1.0,      1,       973.6,      1,      6124.0,      1
00:00:00 03/03/2014,         0.0,      1,         6.9,      1,        78.4,      1,         302,      1,         0.7,      1,       970.8,      1,      5578.3,      1
00:00:00 04/03/2014,         0.2,      1,         8.8,      1,        68.0,      1,          31,      1,         1.2,      1,       970.4,      1,      8338.0,      1
00:00:00 05/03/2014,         0.0,      1,        10.0,      1,        54.8,      1,         344,      1,         1.7,      1,       983.4,      1,     13569.0,      1
00:00:00 06/03/2014,         0.0,      1,        12.0,      1,        36.2,      1,         337,      1,         3.2,      1,       993.2,      1,     17063.5,      1
00:00:00 07/03/2014,         0.0,      1,         9.9,      1,        51.5,      1,         334,      1,         1.8,      1,       996.1,      1,     17311.7,      1
00:00:00 08/03/2014,         0.0,      1,        10.4,      1,        55.3,      1,         333,      1,         2.9,      1,      1000.1,      1,     17774.0,      1
00:00:00 09/03/2014,         0.0,      1,         9.3,      1,        54.0,      1,         345,      1,         1.7,      1,      1002.4,      1,     17842.3,      1
00:00:00 10/03/2014,         0.0,      1,         8.6,      1,        59.4,      1,         309,      1,         1.7,      1,       996.1,      1,     14676.9,      1
00:00:00 11/03/2014,         0.0,      1,         9.4,      1,        56.9,      1,         325,      1,         1.8,      1,       997.1,      1,     15819.4,      1
00:00:00 12/03/2014,         0.0,      1,         9.6,      1,        55.4,      1,         319,      1,         1.6,      1,      1002.6,      1,     18050.4,      1
00:00:00 13/03/2014,         0.0,      1,        10.3,      1,        51.7,      1,         322,      1,         1.7,      1,      1000.9,      1,     17916.5,      1
00:00:00 14/03/2014,         0.0,      1,        11.3,      1,        52.2,      1,         348,      1,         1.8,      1,       997.9,      1,     17987.5,      1
00:00:00 15/03/2014,         0.0,      1,        10.4,      1,        59.9,      1,         337,      1,         1.0,      1,       989.5,      1,     12509.0,      1
00:00:00 16/03/2014,         0.0,      1,        13.1,      1,        52.7,      1,         177,      1,         1.0,      1,       987.4,      1,     18892.4,      1
00:00:00 17/03/2014,         0.0,      1,        14.3,      1,        51.3,      1,         332,      1,         1.8,      1,       990.4,      1,     19604.2,      1
00:00:00 18/03/2014,         0.0,      1,        12.2,      1,        63.2,      1,         305,      1,         2.4,      1,       990.7,      1,     17863.0,      1
00:00:00 19/03/2014,         0.0,      1,        15.2,      1,        51.0,      1,         340,      1,         2.3,      1,       992.3,      1,     18638.7,      1
00:00:00 20/03/2014,         0.0,      1,        13.5,      1,        48.7,      1,         326,      1,         2.7,      1,       997.9,      1,     18242.5,      1
00:00:00 21/03/2014,         0.0,      1,        13.0,      1,        61.4,      1,         318,      1,         2.2,      1,       992.4,      1,     16327.4,      1
00:00:00 22/03/2014,        10.4,      1,        11.9,      1,        85.2,      1,         192,      1,         1.5,      1,       985.2,      1,      3443.2,      1
00:00:00 23/03/2014,        26.6,      1,         7.5,      1,        92.2,      1,         335,      1,         2.5,      1,       975.5,      1,      2953.7,      1
00:00:00 24/03/2014,         0.0,      1,         8.9,      1,        48.5,      1,         344,      1,         3.2,      1,       979.4,      1,     14599.4,      1
00:00:00 25/03/2014,         0.0,      1,         7.1,      1,        54.5,      1,         322,      1,         2.1,      1,       982.1,      1,     15958.1,      1
00:00:00 26/03/2014,         0.0,      1,         9.5,      1,        55.3,      1,         331,      1,         2.2,      1,       983.5,      1,     16468.4,      1
00:00:00 27/03/2014,         0.0,      1,        11.0,      1,        47.4,      1,         328,      1,         2.4,      1,       983.3,      1,     13990.5,      1
00:00:00 28/03/2014,         0.0,      1,        12.0,      1,        45.8,      1,         345,      1,         2.3,      1,       988.6,      1,     21446.9,      1
00:00:00 29/03/2014,         0.0,      1,        12.6,      1,        48.1,      1,         331,      1,         2.0,      1,       995.3,      1,     21074.9,      1
00:00:00 30/03/2014,         0.0,      1,        13.2,      1,        51.0,      1,         335,      1,         2.3,      1,       991.9,      1,     20868.3,      1
00:00:00 31/03/2014,         0.0,      1,        13.6,      1,        54.7,      1,         335,      1,         1.8,      1,       987.4,      1,     20173.2,      1
00:00:00 01/04/2014,         0.0,      1,        13.8,      1,        57.0,      1,         305,      1,         2.1,      1,       986.3,      1,     18942.6,      1
00:00:00 02/04/2014,         0.0,      1,        14.4,      1,        63.2,      1,         311,      1,         2.0,      1,       985.6,      1,     18803.6,      1
00:00:00 03/04/2014,         0.0,      1,        13.2,      1,        70.9,      1,         189,      1,         0.7,      1,       984.4,      1,      7354.5,      1
00:00:00 04/04/2014,         0.0,      1,        14.4,      1,        60.3,      1,          60,      1,         2.0,      1,       980.9,      1,     13343.4,      1
00:00:00 05/04/2014,         0.0,      1,        14.4,      1,        69.5,      1,         260,      1,         1.2,      1,       983.7,      1,      8370.3,      1
00:00:00 06/04/2014,         0.2,      1,        15.4,      1,        62.9,      1,         331,      1,         1.9,      1,       989.4,      1,     19902.6,      1
00:00:00 07/04/2014,         0.0,      1,        16.0,      1,        57.3,      1,          23,      1,         2.0,      1,       992.2,      1,     21897.3,      1
00:00:00 08/04/2014,         0.0,      1,        15.3,      1,        68.9,      1,         324,      1,         2.0,      1,       989.8,      1,     13189.4,      1
00:00:00 09/04/2014,         0.0,      1,        15.1,      1,        44.1,      1,         333,      1,         2.8,      1,       991.1,      1,     23865.3,      1
00:00:00 10/04/2014,         0.0,      1,        13.0,      1,        48.0,      1,         303,      1,         1.9,      1,       990.3,      1,     23531.5,      1
00:00:00 11/04/2014,         0.0,      1,        13.9,      1,        59.8,      1,         241,      1,         2.7,      1,       988.7,      1,     22232.8,      1
00:00:00 12/04/2014,         0.0,      1,        14.9,      1,        59.5,      1,         225,      1,         2.0,      1,       988.8,      1,     13509.9,      1
00:00:00 13/04/2014,         0.0,      1,        14.2,      1,        65.8,      1,         207,      1,         1.5,      1,       989.6,      1,     12456.7,      1
00:00:00 14/04/2014,         0.0,      1,        14.4,      1,        58.6,      1,         324,      1,         1.9,      1,       985.7,      1,     22911.3,      1
00:00:00 15/04/2014,         0.0,      1,        13.5,      1,        25.4,      1,         360,      1,         3.6,      1,       988.4,      1,     25322.1,      1
00:00:00 16/04/2014,         0.0,      1,        11.9,      1,        24.9,      1,         355,      1,         3.4,      1,       994.1,      1,     25755.5,      1
00:00:00 17/04/2014,         0.0,      1,        11.8,      1,        33.8,      1,         318,      1,         3.0,      1,       991.0,      1,     26049.8,      1
00:00:00 18/04/2014,         0.6,      1,        11.4,      1,        50.2,      1,         329,      1,         1.4,      1,       982.2,      1,     14188.0,      1
00:00:00 19/04/2014,         3.0,      1,        10.3,      1,        79.6,      1,         330,      1,         2.2,      1,       981.2,      1,      7812.9,      1
00:00:00 20/04/2014,         1.6,      1,        13.3,      1,        68.9,      1,         284,      1,         2.0,      1,       979.5,      1,     14905.0,      1
00:00:00 21/04/2014,        10.6,      1,        11.0,      1,        99.3,      1,         335,      1,         0.5,      1,       981.0,      1,      3518.4,      1
00:00:00 22/04/2014,         0.0,      1,        14.3,      1,        73.9,      1,         316,      1,         1.8,      1,       985.9,      1,     24330.8,      1
00:00:00 23/04/2014,         0.0,      1,        14.4,      1,        71.8,      1,         355,      1,         1.5,      1,       989.9,      1,     20854.1,      1
00:00:00 24/04/2014,         0.0,      1,        17.0,      1,        57.2,      1,         329,      1,         1.8,      1,       987.7,      1,     24776.4,      1
00:00:00 25/04/2014,         0.0,      1,        17.0,      1,        59.0,      1,         355,      1,         1.7,      1,       983.6,      1,     22374.0,      1
00:00:00 26/04/2014,         6.2,      1,        17.1,      1,        64.6,      1,         312,      1,         1.6,      1,       982.4,      1,     20055.0,      1
00:00:00 27/04/2014,        28.6,      1,        13.0,      1,        94.0,      1,         336,      1,         1.0,      1,       979.5,      1,      3853.0,      1
00:00:00 28/04/2014,         6.6,      1,        12.6,      1,        94.2,      1,         317,      1,         1.4,      1,       979.0,      1,      3829.1,      1
00:00:00 29/04/2014,         0.0,      1,        15.5,      1,        74.7,      1,         335,      1,         1.5,      1,       981.2,      1,     20787.2,      1
00:00:00 30/04/2014,        26.4,      1,        11.8,      1,        96.4,      1,         331,      1,         1.2,      1,       982.7,      1,      2925.6,      1
00:00:00 01/05/2014,         0.2,      1,        13.0,      1,        79.7,      1,           2,      1,         1.1,      1,       983.6,      1,     16965.3,      1
00:00:00 02/05/2014,         1.6,      1,        12.5,      1,        90.9,      1,         297,      1,         1.2,      1,       982.7,      1,      5903.9,      1
00:00:00 03/05/2014,         0.2,      1,        15.7,      1,        59.3,      1,         358,      1,         2.8,      1,       981.5,      1,     15035.0,      1
00:00:00 04/05/2014,         0.0,      1,        16.8,      1,        28.8,      1,         352,      1,         3.3,      1,       985.0,      1,     28812.8,      1
00:00:00 05/05/2014,         0.0,      1,        13.9,      1,        50.9,      1,         312,      1,         2.8,      1,       989.8,      1,     27732.4,      1
00:00:00 06/05/2014,         0.0,      1,        15.5,      1,        63.5,      1,         276,      1,         2.4,      1,       991.2,      1,     21432.0,      1
00:00:00 07/05/2014,         1.8,      1,        15.4,      1,        71.7,      1,         260,      1,         2.1,      1,       988.8,      1,      4708.9,      1
00:00:00 08/05/2014,         0.0,      1,        15.7,      1,        67.5,      1,         308,      1,         2.4,      1,       991.1,      1,     25342.1,      1
00:00:00 09/05/2014,         0.0,      1,        18.3,      1,        60.7,      1,         305,      1,         2.3,      1,       989.0,      1,     25665.6,      1
00:00:00 10/05/2014,         0.0,      1,        18.6,      1,        65.3,      1,         287,      1,         2.6,      1,       986.7,      1,     20024.8,      1
00:00:00 11/05/2014,         6.0,      1,        15.6,      1,        79.6,      1,         293,      1,         2.1,      1,       980.9,      1,     13027.8,      1
00:00:00 12/05/2014,         0.0,      1,        14.4,      1,        59.2,      1,         323,      1,         2.2,      1,       985.0,      1,     24249.2,      1
00:00:00 13/05/2014,         1.2,      1,        14.3,      1,        53.1,      1,         324,      1,         2.8,      1,       985.5,      1,     18544.9,      1
00:00:00 14/05/2014,         0.0,      1,        15.4,      1,        32.4,      1,           7,      1,         3.7,      1,       990.7,      1,     20611.6,      1
00:00:00 15/05/2014,         0.0,      1,        15.8,      1,        27.0,      1,           5,      1,         5.2,      1,       993.0,      1,     27395.7,      1
00:00:00 16/05/2014,         0.0,      1,        16.5,      1,        27.8,      1,         358,      1,         4.7,      1,       989.8,      1,     11813.1,      1
00:00:00 17/05/2014,         0.0,      1,        16.4,      1,        38.7,      1,         317,      1,         3.2,      1,       988.0,      1,     21532.7,      1
00:00:00 18/05/2014,         0.0,      1,        15.6,      1,        57.5,      1,         198,      1,         2.0,      1,       987.4,      1,     23040.9,      1
00:00:00 19/05/2014,         0.0,      1,        17.3,      1,        57.1,      1,         182,      1,         2.0,      1,       988.5,      1,     15082.4,      1
00:00:00 20/05/2014,         0.0,      1,        18.0,      1,        58.5,      1,         199,      1,         2.2,      1,       990.8,      1,     25342.8,      1
00:00:00 21/05/2014,         0.0,      1,        20.0,      1,        56.4,      1,         205,      1,         2.3,      1,       991.2,      1,     25064.7,      1
00:00:00 22/05/2014,         0.2,      1,        21.3,      1,        56.6,      1,         263,      1,         1.9,      1,       988.8,      1,     23692.6,      1
00:00:00 23/05/2014,         2.4,      1,        19.1,      1,        72.5,      1,         228,      1,         1.4,      1,       985.7,      1,     10945.9,      1
00:00:00 24/05/2014,         0.0,      1,        18.7,      1,        57.9,      1,         191,      1,         1.9,      1,       987.7,      1,     29844.7,      1
00:00:00 25/05/2014,         0.0,      1,        19.0,      1,        53.3,      1,         247,      1,         1.7,      1,       990.1,      1,     26193.1,      1
00:00:00 26/05/2014,         7.8,      1,        15.2,      1,        83.9,      1,         311,      1,         1.2,      1,       988.1,      1,      8551.5,      1
00:00:00 27/05/2014,         2.0,      1,        15.0,      1,        86.2,      1,         331,      1,         1.6,      1,       984.2,      1,     11970.8,      1
00:00:00 28/05/2014,         0.0,      1,        17.3,      1,        67.1,      1,         348,      1,         1.9,      1,       982.8,      1,     22283.9,      1
00:00:00 29/05/2014,         0.8,      1,        18.4,      1,        66.7,      1,         287,      1,         1.9,      1,       983.6,      1,     18805.4,      1
00:00:00 30/05/2014,         0.0,      1,        18.1,      1,        61.3,      1,         332,      1,         1.5,      1,       985.3,      1,     16930.9,      1
00:00:00 31/05/2014,         0.0,      1,        17.6,      1,        50.5,      1,          63,      1,         2.4,      1,       989.0,      1,     31686.9,      1
00:00:00 01/06/2014,         0.0,      1,        17.5,      1,        52.6,      1,         323,      1,         1.7,      1,       989.9,      1,     21243.5,      1
00:00:00 02/06/2014,         5.8,      1,        18.0,      1,        57.1,      1,         303,      1,         2.1,      1,       989.5,      1,     17579.8,      1
